"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DMG6UGCN","book","1825","American Sunday-School Union Committee of Publication","The history of Joe Bennett: and his friend Thomas","","","","","","","1825","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The history of Joe Bennett","[The Child's home library","28","","","American Sunday School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.28","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE4GUBDK","book","1827","Johnson, L.; Johnson, L.; American Sunday-School Union","The Way to be happy: a narrative of facts","","","","","","","1827","2024-10-29 15:25:23","2024-10-29 15:25:23","","","32","","","","","The Way to be happy","","","","","American Sunday School Union","Philadelphia] (No. 146 Chestnut Street)","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.30","","","","","","1827; Conduct of life; Early works; Early works to 1900; Juvenile literature; Sunday school literature","","","","Johnson, L.; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KIC5Q4T","book","183","American Sunday-School Union","The Young Sabbath-breakers","","","","","","","0183","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","[The Child's home library","25","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.25","","","","","","Children's literature, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QZ5CQ6P","book","1827","Gilbert, George; Gilbert, George; American Sunday-School Union","The Wonderful lamp.","","","","","","","1827","2024-10-29 15:25:23","2024-10-29 15:25:23","","","16","","","","","","Fourth series (American Sunday-School Union) ; no. 446","","","","American Sunday-School Union, no. 146 Chestnut Street.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.15","","","","","","1846; Children's stories; Juvenile literature; Sunday school literature","","","","Gilbert, George; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YK86BS6M","book","1847","American Sunday-School Union Committee of Publication; American Sunday-School Union","One minute too late","","","","","","","1847","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","[The Child's home library","47","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.47","","","","","","1847; Children's stories, American; Christian literature for children; Christianity; Fiction; Juvenile fiction; Juvenile literature; Juvenile works; Salvation; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKQF8SX2","book","183","American Sunday-School Union","The Bible recommended to young people ...","","","","","","","0183","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","Amer. Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XALSUVPW","book","1846","American Sunday-School Union; American Sunday-School Union Committee of Publication","The Vine","","","","","","","1846","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","Child's cabinet library","6","","","American Sunday-School Union Chestnut Street.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.6","","","","","","Children's stories, American; Christian literature for children; Juvenile literature; Sunday school literature","","","","American Sunday-School Union Committee of Publication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A89IVEJW","book","1852","Sears, Robert","The pictorial family annual","","","","","","","1852","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","Sears","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .P52 1852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GHLFGJU","book","1840","Mayo, Sarah C. Edgarton","The Rose of Sharon.","","","","","","","1840","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","A. Tompkins and B.B. Mussey","Boston, Mass","eng","","","","","onesearch.wesleyan.edu","AY11 .R68","ISSN: 1945-1962 Publication Title: The Rose of Sharon.","","","","","19th century; Gift books; Periodicals; United States.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LENJ3VJX","book","1835","Herbert, Henry William; Bancroft, Monson; Ash, Thomas T.; Bancroft, Charles H.; Van Norden, William; King, Aaron; Durand, A. B.; Casilear, John William; Rolph, John A.; Kelly, Thomas; Graham, A. W.; Parker, George; Smillie, James; Prud'homme, John Francis Eugene; Ingham, Charles Cromwell; Fisher, Alvan; Chapman, J. G.; Evers, John; Inman, Henry; Ward, J. C.; Cole, Thomas; Herbert, Henry William; Bancroft, Monson; Ash, Thomas T.; Bancroft, Charles H.; Van Norden, William; King, Aaron; Durand, A. B.; Casilear, John William; Rolph, John A.; Kelly, Thomas; Graham, A. W.; Parker, George; Smillie, James; Prud'homme, John Francis Eugene; Ingham, Charles Cromwell; Fisher, Alvan; Chapman, J. G.; Evers, John; Inman, Henry; Ward, J. C.; Cole, Thomas; B & S Collins; Wiley & Long; Russell, Odiorne; H & H Griffin","The Magnolia. 1836.","","","","","","","1835","2024-10-29 15:25:23","2024-10-29 15:25:23","","","10+300","","","","","","","","","","Monson Bancroft Broadway","New-York","eng","","","","","onesearch.wesleyan.edu","AY11 .M3 1836","","","","","","1836; Gift books; Gilt edges (Binding); Intaglio prints; Leather bindings (Binding); Pictorial bindings (Binding); Publishers' bindings (Binding); Signed bindings (Binding)","","","","Herbert, Henry William; Bancroft, Monson; Ash, Thomas T.; Bancroft, Charles H.; Van Norden, William; King, Aaron; Durand, A. B.; Casilear, John William; Rolph, John A.; Kelly, Thomas; Graham, A. W.; Parker, George; Smillie, James; Prud'homme, John Francis Eugene; Ingham, Charles Cromwell; Fisher, Alvan; Chapman, J. G.; Evers, John; Inman, Henry; Ward, J. C.; Cole, Thomas; B & S Collins; Wiley & Long; Russell, Odiorne; H & H Griffin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKAJTEHZ","book","1847","Bedell, Gregory Thurston; Colton, Chauncey; Sigourney, L. H.; Bedell, Gregory Thurston; Colton, Chauncey; Sigourney, L. H.","The Religious souvenir for Christmas and New-Years.","","","","","","","1847","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","S. Andrus","Hartford","eng","","","","","onesearch.wesleyan.edu","AY11 .R4 1846","ISSN: 0498-4773 Publication Title: The Religious souvenir for Christmas and New-Years.","","","","","Gift books","","","","Bedell, Gregory Thurston; Colton, Chauncey; Sigourney, L. H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DV4737U","book","1852","Judson, L. Carroll","The sages and heroes of the American revolution. In two parts, including the signers of the Declaration of Independence. Two hundred and forty three of the sages and heroes are presented in due form and many others are named incidently.","","","","","","","1852","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","The author","Philadelphia","eng","","","","","onesearch.wesleyan.edu","E206 .J93 1852","","","","","","1775-1783; Biographies; Biography; History; Revolution, 1775-1783; United States","","","","","","","","","","","","","","","","","","","","Rev. stereotype ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CE8YGHX","book","1850","Percival, Emily","Gems of beauty; or, Literary gift for MDCCCL.","","","","","","","1850","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","Phillips, Sampson and Co.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .G4 1850","","","","","","19th century; American literature; Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYXRFLNZ","book","1849","Pollok, Robert","The course of time: a poem, in ten books","","","","","","","1849","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The course of time","","","","","Silas Andrus and Son","Hartford","eng","","","","","onesearch.wesleyan.edu","PR5189 .P2 C86 1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QV95HXWQ","book","1844","Sigourney, L. H.; Cheney, John; Cheney, Seth Wells; Pease, Joseph Ives; Cheney, John; Cheney, Seth Wells; Pease, Joseph Ives","The Gift: a Christmas and New Year's present. XDCCCLIV.","","","","","","","1844","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The Gift","","","","","Carey and Hart","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .G5 1844","","","","","","Gift books","","","","Cheney, John; Cheney, Seth Wells; Pease, Joseph Ives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RB85D288","book","1853","Stone, Cyrus; Stone, Cyrus","The family annual: a gift book for the holidays: with thirty engravings and flowers.","","","","","","","1853","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The family annual","","","","","Published by Cyrus Stone Cornhill.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .F2 1853","ISSN: 1402-2087","","","","","1853; Gift books","","","","Stone, Cyrus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YX5FKGN8","book","1852","","The Token of friendship: an offering for all seasons : illustrated.","","","","","","","1852","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The Token of friendship","","","","","Phillips, Sampson","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .T765 1852","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCQKHHR8","book","1857","Griswold, Rufus W.","The prose writers of America: with a survey of the intellectual history, condition, and prospects of the country","","","","","","","1857","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","The prose writers of America","","","","","Parry and Macmillan","Philadelphia","eng","","","","","onesearch.wesleyan.edu","PS645 .G75 1856b","","","","","","American prose literature; Authors, American","","","","","","","","","","","","","","","","","","","","4th ed. rev.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XASDISQQ","book","1853","Thomas","Christmas blossoms, and New-Year's wreath","","","","","","","1853","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","E.H. Butler & Co.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .C47 1853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVT3KWCV","book","1872","Gage, William Leonard","The home of God's people","","","","","","","1872","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","Worthington, Dustin","Hartford, Conn","eng","","","","","onesearch.wesleyan.edu","DS118 .G2 1872","","","","","","Bible; Description and travel; History of Biblical events; Middle East; Palestine; Travel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GPSP7UD","book","1855","Headley, J. T.; Headley, J. T.","The Keepsake.","","","","","","","1855","2024-10-29 15:25:23","2024-10-29 15:25:23","","","","","","","","","","","","","Leavitt and Allen","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .K3 1855","","","","","","Gift books; Headley, J. T., 1813-1897; Headley, J. T., 1813-1897 editor","","","","Headley, J. T.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6QTLAI8","book","1822","Shoberl, Frederic","Forget me not (London, England: 1823)","","","","","","","1822","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","Forget me not (London, England","","","","","R. Ackermann","London","eng","","","","","onesearch.wesleyan.edu","AY11 .F72","Publication Title: Forget me not (London, England : 1823)","","","","","Gift books; Gilt edges (Binding); Gold blocked bindings (Binding); keepsakes (books); periodicals; Publishers' bindings (Binding)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N26Z44HQ","book","1853","Henry, G. W.","Trials and triumphs (for half a century) in the life of G.W. Henry: as experienced while sojourning forty years in Egypt, one year in the slough of despond, three years in twilight, and six years in the land of Beulah : together with the religious experience of his wife : to which are added one hundred spiritual songs, with music.","","","","","","","1853","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","Trials and triumphs (for half a century) in the life of G.W. Henry","","","","","Published for the author","New York","eng","","","","","onesearch.wesleyan.edu","BX8495.H4 A3 1853","","","","","","Biographies; Biography; Clergy; Evangelists; Henry, G. W (George W.), 1801-; Hymns, English; Methodist church buildings; United States","","","","","","","","","","","","","","","","","","","","2nd ed., enl. and stereotyped, and illustrated with a steel engraving of the author's whole family.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCGAGJC6","book","1851","Uncle Thomas","Christmas blossoms, and New-Year's wreath, for MDCCCLI","","","","","","","1851","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","","","","","Published by E.H. Butler & Co.","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .C73 1851","","","","","","1800-1899; 19th century; American literature; Children's literature; Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQV4W2SJ","book","184","American Sunday-School Union","The Dying robber","","","","","","","0184","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","21","","","The Union","Philadelphia, Pa","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.45","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MRITEIZ","book","184","American Sunday-School Union; American Sunday-School Union Committee of Publication; American Sunday-School Union","Poetical lessons for children","","","","","","","0184","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","35","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.35","","","","","","1835; Children; Children's poetry; Christian life; Christian literature for children; Conduct of life; Juvenile literature; Juvenile poetry; Juvenile works; Poetry; Religious poetry; Sunday school literature","","","","American Sunday-School Union Committee of Publication; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLWYKS93","book","","American Sunday-School Union","The Lucky stone","","","","","","","18","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","20","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.20","ISSN: 0806-2102","","","","","1857; Children's literature; Children's stories, American; Christian literature for children; Juvenile literature; Juvenile works; Pennsylvania; Philadelphia; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8VVSNEA","book","1858","American Sunday-School Union","The village reformed; or, The Sunday-School.","","","","","","","1858","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","10","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.10","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CHZ4QM9","book","183","American Sunday-School Union","Francis and James, or, Examine yourselves","","","","","","","0183","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","38","","","American Sunday School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.38","ISSN: 2420-9074","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z88XM5DU","book","183","American Sunday-School Union","The Two lambs: an allegorical story","","","","","","","0183","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","The Two lambs","[The Child's home library","33","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.33","ISSN: 2419-7068","","","","","1835; Allegories; Children; Children's stories, American; Christian life; Christian literature for children; Conduct of life; Experience; Fiction; Juvenile fiction; Juvenile works; Lambs; Obedience; Peace; Shepherds; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNG3TNDY","book","183","American Sunday-School Union","The rainbow after the thunderstorm ; The ten commandments","","","","","","","0183","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","9","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.9","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTHD7UWB","book","1847","American Sunday-School Union Committee of Publication; American Sunday-School Union","One minute too late","","","","","","","1847","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","47","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.47","","","","","","1847; Children's stories, American; Christian literature for children; Christianity; Fiction; Juvenile fiction; Juvenile literature; Juvenile works; Salvation; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYE5YHV4","book","1829","American Sunday-School Union; Baskin Collection of Victorian Bindings","The Idiot","","","","","","","1829","2024-10-29 15:26:13","2024-10-29 15:26:13","","","16+16","","","","","","[The Child's home library","14","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.14","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7IERLBG","book","1824","American Sunday-School Union; American Sunday-School Union Committee of Publication","The prodigal son","","","","","","","1824","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's cabinet library","36","","","American Sunday-School Union Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.36","","","","","","Chapbooks; Christian literature for children; Juvenile literature; Juvenile works; Parables; Prodigal son (Parable); Sunday school literature","","","","American Sunday-School Union Committee of Publication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNUS4CXV","book","1850","American Sunday-School Union","The Sunday scholar","","","","","","","1850","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","12","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.--","","","","","","Children's poetry; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQ47V3PW","book","1850","","The PhilopŒna: a gift for all seasons.","","","","","","","1850","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","The PhilopŒna","","","","","Leavitt & Allen","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .P713","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK7RYPVQ","book","1837","Clark, Willis Gaylord","The parlour scrap book: comprising fourteen engravings, with poetical illustrations.","","","","","","","1837","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","The parlour scrap book","","","","","Carey, Lea, and Blanchard","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .C52 1837","","","","","","1837; 1838; Embossed bindings (Binding); Gift books; Gilt edges (Binding); Initials (Provenance); Intaglio prints; Leather bindings (Binding); Signed bindings (Binding)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKI6ALXU","book","1832","L E L; Howitt, Mary; Ellis, Sarah Stickney; Norton, Caroline Sheridan; Mackay, Charles; H Fisher, R. Fisher","Fisher's drawing room scrap book.","","","","","","","1832","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","","","","","Fisher, Son, and Jackson","London","eng","","","","","onesearch.wesleyan.edu","AY11 .F4 1847","Publication Title: Fisher's drawing room scrap book.","","","","","1800-1899; 19th century; English poetry; Gift books; Illustrated works; Illustrations; Periodicals; United States","","","","H Fisher, R. Fisher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UER3A4EZ","book","1853","","The Young man's offering: comprising prose and poetical writings of the most eminent authors.","","","","","","","1853","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","The Young man's offering","","","","","Phillips, Sampson & Co.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .Y68 1855","","","","","","Gift books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"479S5LTK","book","1827","Johnson, L.; Johnson, L.; American Sunday-School Union","The Way to be happy: a narrative of facts","","","","","","","1827","2024-10-29 15:26:13","2024-10-29 15:26:13","","","32","","","","","The Way to be happy","","","","","American Sunday School Union","Philadelphia] (No. 146 Chestnut Street)","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.30","","","","","","1827; Conduct of life; Early works; Early works to 1900; Juvenile literature; Sunday school literature","","","","Johnson, L.; American Sunday-School Union","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWLWH3Y3","book","184","American Sunday-School Union","Memoir of Anna Louisa Campbell","","","","","","","0184","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","41","","","American Sunday-School Union","Philidelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.41","","","","","","1846; Campbell, Anna Louisa, 1813-1822; Christian biography; Juvenile literature; Juvenile works; Sunday school literature; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UDBYF8C","book","183","American Sunday-School Union","Temper, or, The story of Susan and Betsy","","","","","","","0183","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's home library","34","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.34","","","","","","Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z7ABRMKQ","book","183","American Sunday-School Union","The Bible recommended to young people ...","","","","","","","0183","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","","","","","Amer. Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MWUQXUQ","book","182","American Sunday-School Union; American Sunday-School Union Committee of Publication","Bread, the staff of life","","","","","","","0182","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","[The Child's cabinet library","1","","","American Sunday-School Union, no.146 Chestnut Street","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.1","","","","","","Children's stories, American; Christian literature for children; Juvenile literature; Sunday school literature","","","","American Sunday-School Union Committee of Publication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98FU22VE","book","","Percival, Emily; Baskin Collection of Victorian Bindings","Gems of beauty, or, Literary gift","","","","","","","","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","","","","","Phillips, Sampson & Co.","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .G4 1800z","","","","","","Gift books","","","","Baskin Collection of Victorian Bindings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRATXP2D","book","","Baskin Collection of Victorian Bindings","Album.","","","","","","","","2024-10-29 15:26:13","2024-10-29 15:26:13","","","","","","","","","","","","","publisher not identified","Place of publication not identified","eng","","","","","onesearch.wesleyan.edu","AY11 .A42 1800z","","","","","","Albums (Books); Scrapbooks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7XPGCF8X","book","","Baskin Collection of Victorian Bindings","Travelling, cabs.","","","","","","","","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","publisher not identified","Place of publication not identified","eng","","","","","onesearch.wesleyan.edu","AY11 .T77 1800z","","","","","","Account books","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"886WN2PU","book","1824","Baskin Collection of Victorian Bindings","Best intentions, or, Reflections and thoughts for youth, maturity, and age.","","","","","","","1824","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","Thomas Boys","London","eng","","","","","onesearch.wesleyan.edu","AY11 .B4 1824","","","","","","Christian life; Gift books; Religious thought","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q79LJUVZ","book","1839","Scott, Walter","The lay of the last minstrel; a poem in six cantos","","","","","","","1839","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","William Smith","London","eng","","","","","onesearch.wesleyan.edu","PR5309 .S64","","","","","","English poetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQDDLMJC","book","185","Heath, Charles; Glover, D. L.","The heroines of Shakespeare: comprising the principal female characters in the plays of the great poet","","","","","","","0185","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","The heroines of Shakespeare","","","","","Phillips, Sampson & Co.","Boston","eng","","","","","onesearch.wesleyan.edu","PR2991 .H45 1853","","","","","","Characters; Illustrated works; Illustrations; Shakespeare, William, 1564-1616; Women; Women in literature","","","","Glover, D. L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TWRKSKL","book","1844","American Sunday-School Union; American Sunday-School Union Committee of Publication","The Circus","","","","","","","1844","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","American Sunday-School Union","Philadelphia","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.23","","","","","","Chapbooks; Children's literature; Children's stories, American; Christian literature for children; Sunday school literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ9UCVJP","book","1832","American Sunday-School Union","Memoir of Mary Gosner, of Philadelphia","","","","","","","1832","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","American Sunday School Union","Philadelphia] (No. 146 Chestnut Street)","eng","","","","","onesearch.wesleyan.edu","BV4571 .A1 no.44","","","","","","1834; Chapbooks; Death; Gosner, Mary, 1813-; Juvenile literature; Juvenile works; Printed wrappers (Binding); Relief prints; Specimens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
